,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
31832,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31833,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31834,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31835,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,5000,1
31836,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31837,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31838,Other,T3,Independent,C1000,Preservation,Trust,1M+,1591782,1
31839,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31840,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31841,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31842,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31843,SNOHOMISH HIGH SCHOOL PANTHER PARENTS CLUB,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31844,Other,T3,Independent,C1000,Preservation,Trust,1-99999,2773500,1
31845,Other,T3,Independent,C1000,Preservation,Trust,1-99999,36713,1
31846,Other,T3,Independent,Other,Preservation,Trust,1M+,3501737,1
31847,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,118596,1
31848,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,29133,1
31849,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31850,Other,Other,Independent,C1000,Preservation,Association,1-99999,5000,1
31851,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31852,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,30244,0
31853,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,1-99999,75548,0
31854,Other,T3,Independent,C1000,Preservation,Trust,1-99999,42778,0
31855,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31856,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31857,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,203246,1
31858,Other,T3,Independent,C1000,Preservation,Trust,1-99999,37504,0
31859,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
31860,Other,T3,Independent,C1000,Preservation,Trust,1-99999,4546642,0
31861,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31862,Other,T3,Independent,C1000,Preservation,Trust,0,16815167,1
31863,Other,T3,Independent,C1200,Preservation,Trust,1-99999,11729,1
31864,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31865,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31866,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31867,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31868,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31869,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31870,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31871,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31872,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31873,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31874,Other,T4,Independent,C2000,ProductDev,Trust,0,5000,1
31875,Other,T3,Independent,C1000,Preservation,Trust,1-99999,709957,1
31876,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
31877,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31878,Other,T3,Independent,C1000,Preservation,Trust,1M+,41170603,1
31879,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31880,Other,T3,Independent,C1000,Preservation,Association,100000-499999,197923,0
31881,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31882,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31883,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
31884,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,27530769,0
31885,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31886,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,21063,1
31887,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31888,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,16148,1
31889,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31890,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31891,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31892,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31893,Other,T4,Independent,C3000,ProductDev,Association,0,5000,0
31894,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31895,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,72151,0
31896,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31897,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31898,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31899,ZONTA INTERNATIONAL,T4,CompanySponsored,Other,ProductDev,Association,0,5000,0
31900,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31901,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,0
31902,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,739587,1
31903,Other,T3,Independent,C1000,Preservation,Trust,1-99999,1440545,0
31904,Other,T3,Independent,C1000,Preservation,Trust,1-99999,35116,0
31905,Other,T6,Independent,C2000,ProductDev,Trust,0,5000,0
31906,Other,T3,Independent,C2000,Preservation,Trust,1M+,4861597,1
31907,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31908,INTERNATIONL TRANSPLANT NURSES SOCIETY,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
31909,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31910,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,155883,1
31911,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31912,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31913,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31914,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31915,Other,T3,Independent,C1000,Preservation,Co-operative,0,5000,1
31916,Other,T3,Independent,C1000,Preservation,Trust,1-99999,36683,0
31917,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
31918,Other,T3,Independent,C2000,Preservation,Trust,1M+,5657053,0
31919,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31920,Other,T3,Independent,C1000,Preservation,Trust,1M+,1369936,1
31921,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31922,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,1764073,1
31923,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,100000-499999,81448,0
31924,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31925,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31926,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31927,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31928,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31929,Other,T6,CompanySponsored,C1000,ProductDev,Trust,1-99999,25724,1
31930,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31931,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31932,Other,T3,Independent,C1000,Preservation,Trust,1M+,2335783,0
31933,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,1175553,1
31934,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31935,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31936,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31937,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31938,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,79839,0
31939,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,492131,0
31940,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1-99999,38360,0
31941,YOUNG ENTREPRENEURS ORGANIZATION,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,294584,0
31942,Other,T3,Independent,C2000,Preservation,Trust,1-99999,133334,0
31943,Other,T3,National,C2000,Preservation,Trust,1-99999,4847691,0
31944,Other,T3,Independent,C1000,Preservation,Trust,1M+,342426,0
31945,Other,T3,Independent,C1000,Preservation,Trust,0,24199,1
31946,Other,T3,Independent,C2000,Preservation,Trust,1-99999,19906,0
31947,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31948,Other,T3,Regional,C2000,Preservation,Trust,1-99999,79988,0
31949,THE READING FOUNDATION,T3,Family/Parent,C2000,Preservation,Trust,1M+,1661605,0
31950,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31951,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31952,Other,T3,Independent,C1000,Preservation,Trust,1-99999,19167,0
31953,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,199595,0
31954,Other,Other,Independent,C1000,Preservation,Association,0,5000,1
31955,Other,T4,Independent,C1000,ProductDev,Trust,100000-499999,17960,1
31956,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31957,Other,T4,Independent,C1000,ProductDev,Trust,0,5000,0
31958,Other,T3,Independent,C1000,Preservation,Trust,1-99999,26432,1
31959,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31960,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31961,Other,T3,Independent,C1000,Preservation,Trust,1-99999,50957,0
31962,Other,T6,Independent,C2000,ProductDev,Association,1-99999,11178,1
31963,AMERICAN IRIS SOCIETY,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31964,Other,T3,Independent,C2000,Preservation,Trust,1M+,695914,1
31965,Other,T3,Independent,C1000,Preservation,Trust,1-99999,129546,0
31966,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31967,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31968,Other,T3,Independent,C1200,Preservation,Trust,1-99999,5000,1
31969,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31970,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
31971,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31972,VFW AUXILIARY DEPARTMENT OF MISSOURI,T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
31973,VFW AUXILIARY DEPARTMENT OF MISSOURI,T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
31974,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31975,AMERICAN HIBISCUS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31976,AMERICAN HIBISCUS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31977,Other,T3,Independent,Other,Preservation,Trust,1-99999,25812,1
31978,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
31979,Other,T3,Independent,C1000,Preservation,Trust,1-99999,50630,1
31980,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,288730,0
31981,Other,T3,Independent,C1000,Preservation,Trust,1-99999,190994,1
31982,Other,T3,Independent,C1000,Preservation,Trust,1-99999,77825,1
31983,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,44816,0
31984,Other,Other,Independent,C1000,ProductDev,Association,0,5000,1
31985,DERMATOLOGY NURSES ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
31986,Other,T4,Independent,C3000,ProductDev,Association,0,5000,1
31987,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31988,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31989,FRATERNAL ORDER OF EAGLES,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
31990,Other,T6,Independent,C1000,ProductDev,Trust,1-99999,240076,1
31991,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,184238,1
31992,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31993,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,64264,1
31994,Other,T3,Independent,C1000,Preservation,Trust,1-99999,116551,1
31995,INTERNATIONAL FEDERATION OF PROFESSIONAL & TECHNICAL ENGINEERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31996,Other,T3,Independent,C1000,Preservation,Trust,1M+,2290949,1
31997,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,29612,0
31998,Other,T3,Independent,C1000,Preservation,Association,0,5000,1
31999,Other,T3,Independent,C1000,Preservation,Trust,1-99999,33819,0
32000,Other,T3,Independent,C2000,Preservation,Trust,1-99999,6742,1
32001,Other,T3,Independent,Other,Preservation,Trust,1-99999,9222,0
32002,Other,T3,Independent,Other,Preservation,Trust,1-99999,8500,1
32003,SAFARI CLUB INTERNATIONAL,T3,Independent,C1000,Preservation,Trust,1-99999,49521,0
32004,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32005,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32006,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32007,ROTARY INTERNATIONAL,T4,Independent,C1000,ProductDev,Association,0,5000,0
32008,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32009,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32010,NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC,T3,CompanySponsored,Other,Preservation,Association,0,5000,0
32011,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,123714,1
32012,Other,T3,Independent,C1000,Preservation,Trust,1M+,6828159,0
32013,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32014,Other,T3,Independent,C1000,Preservation,Trust,1M+,615080,1
32015,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32016,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
32017,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
32018,Other,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
32019,ASSOCIATION OF WOMEN IN THE METAL INDUSTRIES INC,T6,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
32020,Other,T3,Independent,C1000,Preservation,Trust,1-99999,495803,1
32021,KIWANIS INTERNATIONAL INC,T4,Independent,C3000,ProductDev,Trust,0,5000,0
32022,Other,T3,Independent,Other,Preservation,Trust,1-99999,1443006,1
32023,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,31835,0
32024,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
32025,Other,T6,Independent,C1000,ProductDev,Association,0,5000,1
32026,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,124516,1
32027,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32028,Other,T3,Independent,Other,Preservation,Trust,1-99999,5000,1
32029,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,164388,1
32030,SAN RAMON VALLEY EDUCATIONAL FOUNDATION,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,311334,0
32031,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
32032,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,466338,1
32033,AMVETS,T19,CompanySponsored,C1000,Preservation,Association,0,5000,0
32034,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32035,Other,Other,Independent,C1000,Preservation,Association,0,5000,1
32036,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,52034,0
32037,Other,T3,Independent,C1000,Preservation,Trust,1-99999,29837,0
32038,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,54134,0
32039,Other,T3,Independent,C2000,Preservation,Trust,1-99999,5000,1
32040,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32041,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,41250,0
32042,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,282520,1
32043,Other,T3,Independent,C2000,Preservation,Trust,1-99999,74571,0
32044,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
32045,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,861804,1
32046,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
32047,Other,T3,Independent,C1000,Preservation,Trust,1-99999,8229,1
32048,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,164629,1
32049,NATIONAL ASSOCIATION OF CHARITABLE GIFT PLANNERS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
32050,DISABLED AMERICAN VETERANS,T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
32051,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
32052,Other,T3,Independent,C1000,Preservation,Trust,1-99999,33883,0
32053,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32054,Other,T3,Independent,C2000,Preservation,Trust,1-99999,14120,1
32055,LEWIS AND CLARK TRAIL HERITAGE FOUNDATION INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
32056,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
32057,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
32058,Other,T3,Independent,C2000,Preservation,Association,0,47286,1
32059,Other,T19,Independent,C1000,Preservation,Trust,1-99999,199115,1
32060,Other,T3,Independent,C1000,Preservation,Association,100000-499999,474635,1
32061,NATIONAL CHARITY LEAGUE,T3,Independent,C1000,Preservation,Trust,1-99999,57588,0
32062,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32063,NATIONAL ASSOCIATION OF HISPANIC NURSES,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
32064,Other,T3,Independent,C1000,Preservation,Trust,1-99999,25838,1
32065,Other,T3,Independent,C1000,Preservation,Trust,1-99999,111443,1
32066,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,55101,1
32067,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32068,Other,T3,Independent,C2000,Preservation,Trust,1-99999,68926,0
32069,Other,T3,Independent,C1000,Preservation,Trust,1-99999,50527,0
32070,Other,T4,Independent,C3000,ProductDev,Trust,1-99999,4422954,1
32071,Other,T3,Independent,C1000,Preservation,Trust,1-99999,55036,0
32072,Other,Other,CompanySponsored,C1000,CommunityServ,Trust,0,5000,1
32073,Other,T3,Independent,C1000,Preservation,Trust,1-99999,21674,1
32074,Other,Other,Independent,C1000,ProductDev,Co-operative,100000-499999,49366,1
32075,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
32076,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
32077,Other,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
32078,AMERICAN ART THERAPY ASSOCIATION INC,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
32079,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
32080,Other,Other,Independent,C1000,Preservation,Association,0,5000,0
32081,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
32082,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
32083,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
32084,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
32085,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,76384,0
32086,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
32087,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32088,Other,T3,Independent,C1000,Preservation,Association,1-99999,29868,0
32089,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,38975,0
32090,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
32091,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
32092,Other,T6,Independent,C1000,ProductDev,Trust,1-99999,238933,0
32093,UNITED STEELWORKERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
32094,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
32095,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,Family/Parent,C1000,Preservation,Trust,1M+,194229437,0
